Ticker ;ISIN;Valeurs;Catégorie;Pays;Secteur;Industrie;Responsable;Devise;Cours actuel;Capitalisation (EUR Mds.);YTD absolu (LC);Target consensus;Potentiel Consensus;Date d'entrée;Performance réalisée depuis l'entrée;Score fondamental;Score technique;Total;Consensus analystes;Achat SG;ESG;DJ 30;S&P 500;STOXX 600;SBF 120;CAC 40;CAC PME;SL CORE;SL SATELLITE
HOT GR EQUITY;DE0006070006;HOCHTIEF AG;Opportuniste;GERMANY;Industrie;Biens d'investissement;Yann;EUR;67,92;4,80;-14,6%;84,00;23,7%;-;-;2,92;3,00;2,94;;Bonus;Malus;NON;NON;NON;NON;NON;NON;NON;NON
LBTYA US EQUITY;GB00B8W67662;LIBERTY GLOBAL-A;Core;BRITAIN;Services de communication;Services de télécommunicatio;Cédric;USD;27,90;15,53;15,2%;36,00;29,0%;-;-;2,92;3,00;2,94;Bonus;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
ADS GR EQUITY;DE000A1EWWW0;ADIDAS AG;Core;GERMANY;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;311,85;62,54;4,7%;340,00;9,0%;-;-;2,92;3,00;2,94;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
IFF US EQUITY;US4595061015;INTL FLVR & FRAG;Core;UNITED STATES;Matériaux;Matériaux;Jeremy;USD;151,06;37,62;38,8%;166,00;9,9%;-;-;3,25;2,00;2,94;;Bonus;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
KGF LN EQUITY;GB0033195214;KINGFISHER PLC;Core;BRITAIN;Consommation discrétionnaire;Vente au détail;Bruno;GBp;357,00;754,65;32,0%;388,50;8,8%;-;-;3,25;2,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
BNR GR EQUITY;DE000A1DAHH0;BRENNTAG SE;Core;GERMANY;Industrie;Biens d'investissement;Yann;EUR;85,82;13,26;35,5%;85,00;-1,0%;-;-;2,92;3,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PNN LN EQUITY;GB00B18V8630;PENNON GRP PLC;Opportuniste;BRITAIN;Services aux collectivités;Services aux collectivités;Sophie;GBp;1290,00;362,33;31,8%;1130,00;-12,4%;-;-;3,58;1,00;2,94;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
RAND NA EQUITY;NL0000379121;RANDSTAD NV;Core;NETHERLANDS;Industrie;Services commerciaux et profes;Yann;EUR;61,76;11,37;16,0%;65,50;6,1%;-;-;3,25;2,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
WBD IM EQUITY;IT0003865570;WEBUILD SPA;Opportuniste;ITALY;Industrie;Biens d'investissement;Yann;EUR;2,21;2,22;86,8%;2,40;8,7%;-;-;3,25;2,00;2,94;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
TKWY NA EQUITY;NL0012015705;JUST EAT TAKEAWA;Opportuniste;NETHERLANDS;Consommation discrétionnaire;Vente au détail;Bruno;EUR;76,01;16,12;-17,7%;129,43;70,3%;-;-;3,25;2,00;2,94;Bonus;;;NON;NON;OUI;NON;NON;NON;NON;NON
VIV FP EQUITY;FR0000127771;VIVENDI;Core;FRANCE;Services de communication;Médias et divertissement;Cédric;EUR;29,53;32,73;11,9%;33,50;13,4%;-;-;3,25;2,00;2,94;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
TNET BB EQUITY;BE0003826436;TELENET GRP HLDG;Opportuniste;BELGIUM;Services de communication;Médias et divertissement;Cédric;EUR;31,40;3,57;-10,5%;45,00;43,3%;-;-;3,58;1,00;2,94;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
UNH US EQUITY;US91324P1021;UNITEDHEALTH GRP;Core;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;USD;415,12;391,42;18,4%;461,00;11,1%;-;-;3,25;2,00;2,94;Bonus;;Malus;OUI;OUI;NON;NON;NON;NON;NON;NON
CMCSA US EQUITY;US20030N1019;COMCAST CORP-A;Core;UNITED STATES;Services de communication;Médias et divertissement;Cédric;USD;58,69;269,37;12,0%;67,00;14,2%;-;-;3,25;2,00;2,94;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
VZ US EQUITY;US92343V1044;VERIZON COMMUNIC;Core;UNITED STATES;Services de communication;Services de télécommunicatio;Cédric;USD;55,22;228,62;-6,0%;60,00;8,7%;-;-;3,25;2,00;2,94;;;;OUI;OUI;NON;NON;NON;NON;NON;NON
INTC US EQUITY;US4581401001;INTEL CORP;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;53,92;218,75;8,2%;60,00;11,3%;-;-;3,58;1,00;2,94;;;Malus;OUI;OUI;NON;NON;NON;NON;NON;NON
MCD US EQUITY;US5801351017;MCDONALDS CORP;Core;UNITED STATES;Consommation discrétionnaire;Services consommateurs;Bruno;USD;236,26;176,44;10,1%;269,50;14,1%;-;-;3,25;2,00;2,94;Bonus;;;OUI;OUI;NON;NON;NON;NON;NON;NON
AMGN US EQUITY;US0311621009;AMGEN INC;Core;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;USD;230,15;130,69;0,1%;255,00;10,8%;-;-;3,58;1,00;2,94;;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
CVS US EQUITY;US1266501006;CVS HEALTH CORP;Core;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;USD;81,25;107,22;19,0%;96,00;18,2%;-;-;3,25;2,00;2,94;Bonus;;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
HCA US EQUITY;US40412C1018;HCA HEALTHCARE I;Opportuniste;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;USD;250,12;80,07;52,1%;275,00;9,9%;-;-;3,25;2,00;2,94;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
SHL GR EQUITY;DE000SHL1006;SIEMENS HEALTHIN;Core;GERMANY;Soins de santé;Equipement et services de sant;Thomas;EUR;58,06;65,54;38,3%;57,25;-1,4%;-;-;2,92;3,00;2,94;;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
KNIN SW EQUITY;CH0025238863;KUEHNE & NAGEL-R;Core;SWITZERLAND;Industrie;Transport;Thomas;CHF;303,70;36,44;51,2%;280,00;-7,8%;-;-;3,25;2,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
AHT LN EQUITY;GB0000536739;ASHTEAD GROUP;Core;BRITAIN;Industrie;Biens d'investissement;Yann;GBp;5480,00;2453,74;59,4%;5350,00;-2,4%;-;-;3,25;2,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CAT US EQUITY;US1491231015;CATERPILLAR INC;Core;UNITED STATES;Industrie;Biens d'investissement;Yann;USD;208,35;114,07;14,5%;240,00;15,2%;-;-;3,50;1,00;2,88;;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
BMW GR EQUITY;DE0005190003;BMW AG;Core;GERMANY;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;81,58;53,10;12,9%;101,00;23,8%;-;-;3,17;2,00;2,88;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
BIM FP EQUITY;FR0013280286;BIOMERIEUX;Opportuniste;FRANCE;Soins de santé;Equipement et services de sant;Thomas;EUR;101,05;11,96;-12,4%;105,00;3,9%;-;-;3,17;2,00;2,88;;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
BVI FP EQUITY;FR0006174348;BUREAU VERITAS S;Core;FRANCE;Industrie;Services commerciaux et profes;Yann;EUR;28,42;12,87;30,6%;29,75;4,7%;-;-;2,83;3,00;2,88;;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
CIE SM EQUITY;ES0105630315;CIE AUTOMOTIVE;Opportuniste;SPAIN;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;25,16;3,08;14,1%;29,80;18,4%;-;-;3,17;2,00;2,88;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
EOAN GR EQUITY;DE000ENAG999;E.ON SE;Core;GERMANY;Services aux collectivités;Services aux collectivités;Sophie;EUR;10,56;27,89;16,5%;11,50;8,9%;-;-;2,83;3,00;2,88;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
FNAC FP EQUITY;FR0011476928;FNAC DARTY SA;Opportuniste;FRANCE;Consommation discrétionnaire;Vente au détail;Bruno;EUR;58,05;1,55;10,2%;65,00;12,0%;-;-;2,83;3,00;2,88;Bonus;Bonus;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
HEI GR EQUITY;DE0006047004;HEIDELBERGCEMENT;Core;GERMANY;Matériaux;Matériaux;Jeremy;EUR;73,74;14,62;20,5%;87,50;18,7%;-;-;2,83;3,00;2,88;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
FCC SM EQUITY;ES0122060314;FCC;Opportuniste;SPAIN;Industrie;Biens d'investissement;Yann;EUR;9,74;4,14;10,7%;13,00;33,5%;-;-;3,17;2,00;2,88;Bonus;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
LXS GR EQUITY;DE0005470405;LANXESS AG;Opportuniste;GERMANY;Matériaux;Matériaux;Jeremy;EUR;62,14;5,43;-1,0%;69,00;11,0%;-;-;2,83;3,00;2,88;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ITX SM EQUITY;ES0148396007;INDITEX;Core;SPAIN;Consommation discrétionnaire;Vente au détail;Bruno;EUR;28,61;89,20;10,4%;32,00;11,8%;-;-;3,17;2,00;2,88;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
LONN SW EQUITY;CH0013841017;LONZA GROUP -REG;Core;SWITZERLAND;Soins de santé;Sciences pharmaceutiques, biot;Thomas;CHF;711,40;52,98;25,4%;752,50;5,8%;-;-;2,83;3,00;2,88;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CCH LN EQUITY;CH0198251305;COCA-COLA HBC AG;Core;SWITZERLAND;Consommation de base;Produits alimentaires, boisson;Sophie;GBp;2669,00;973,92;14,7%;2925,00;9,6%;-;-;2,83;3,00;2,88;Bonus;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
OXY US EQUITY;US6745991058;OCCIDENTAL PETE;Opportuniste;UNITED STATES;Energie;Energie;Louis;USD;26,39;24,64;52,5%;33,50;26,9%;-;-;3,17;2,00;2,88;;Bonus;;NON;OUI;NON;NON;NON;NON;NON;NON
G24 GR EQUITY;DE000A12DM80;SCOUT24 AG;Opportuniste;GERMANY;Services de communication;Médias et divertissement;Cédric;EUR;72,72;6,70;8,5%;72,00;-1,0%;-;-;3,17;2,00;2,88;;;;NON;NON;OUI;NON;NON;NON;NON;NON
SKFB SS EQUITY;SE0000108227;SKF AB- B SHARES;Core;SWEDEN;Industrie;Biens d'investissement;Yann;SEK;222,50;101,41;4,3%;240,00;7,9%;-;-;3,17;2,00;2,88;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
TEL2B SS EQUITY;SE0005190238;TELE2 AB-B SHS;Core;SWEDEN;Services de communication;Services de télécommunicatio;Cédric;SEK;125,85;86,85;18,9%;143,00;13,6%;-;-;3,17;2,00;2,88;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
VOLVB SS EQUITY;SE0000115446;VOLVO AB-B;Core;SWEDEN;Industrie;Biens d'investissement;Yann;SEK;200,35;409,92;12,9%;250,00;24,8%;11/05/2021;-6,94%;3,17;2,00;2,88;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;OUI
WDAY US EQUITY;US98138H1014;WORKDAY INC-A;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;235,72;58,22;-1,6%;275,00;16,7%;-;-;3,17;2,00;2,88;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
DELL US EQUITY;US24703L2025;DELL TECHN-C;Core;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;USD;98,54;75,25;34,5%;117,00;18,7%;-;-;3,17;2,00;2,88;;;;NON;NON;NON;NON;NON;NON;NON;NON
UNP US EQUITY;US9078181081;UNION PAC CORP;Core;UNITED STATES;Industrie;Transport;Thomas;USD;220,50;143,79;5,9%;254,50;15,4%;-;-;3,17;2,00;2,88;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
LOW US EQUITY;US5486611073;LOWE'S COS INC;Core;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;USD;190,16;134,42;18,5%;225,00;18,3%;-;-;3,17;2,00;2,88;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
DHER GR EQUITY;DE000A2E4K43;DELIVERY HERO SE;Opportuniste;GERMANY;Consommation discrétionnaire;Vente au détail;Bruno;EUR;129,90;32,38;2,2%;160,00;23,2%;-;-;3,17;2,00;2,88;Bonus;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
APD US EQUITY;US0091581068;AIR PRODS & CHEM;Core;UNITED STATES;Matériaux;Matériaux;Jeremy;USD;290,82;64,36;6,4%;325,00;11,8%;-;-;3,42;1,00;2,81;;Bonus;;NON;OUI;NON;NON;NON;NON;NON;NON
AKA FP EQUITY;FR0004180537;AKKA TECHNOLOGIE;Opportuniste;BELGIUM;Industrie;Services commerciaux et profes;Yann;EUR;47,00;1,47;82,5%;49,00;4,3%;-;-;2,75;3,00;2,81;;;;NON;NON;NON;NON;NON;NON;NON;NON
ASSAB SS EQUITY;SE0007100581;ASSA ABLOY AB-B;Core;SWEDEN;Industrie;Biens d'investissement;Yann;SEK;275,50;306,51;36,0%;280,00;1,6%;-;-;3,08;2,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
A3M SM EQUITY;ES0109427734;ATRESMEDIA CORP;Opportuniste;SPAIN;Services de communication;Médias et divertissement;Cédric;EUR;3,54;0,80;22,9%;4,20;18,6%;-;-;3,08;2,00;2,81;;;;NON;NON;NON;NON;NON;NON;NON;NON
PEO PW EQUITY;PLPEKAO00016;PEKAO;Core;POLAND;Finance;Banques;Chantal;PLN;100,65;26,42;64,7%;100,00;-0,6%;-;-;2,75;3,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
BMY US EQUITY;US1101221083;BRISTOL-MYER SQB;Core;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;USD;68,12;151,37;9,8%;76,00;11,6%;-;-;2,75;3,00;2,81;;Bonus;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
LISN SW EQUITY;CH0010570759;LINDT&SPRUENGLI;Core;SWITZERLAND;Consommation de base;Produits alimentaires, boisson;Sophie;CHF;105500,00;25,11;19,8%;102500,00;-2,8%;-;-;2,75;3,00;2,81;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
COFB BB EQUITY;BE0003593044;COFINIMMO;Opportuniste;BELGIUM;Immobilier;Immobilier;Jeremy;EUR;139,10;4,18;14,2%;148,00;6,4%;-;-;2,75;3,00;2,81;Bonus;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CCAP GR EQUITY;LU1296758029;CORESTATE CAPITA;Opportuniste;LUXEMBOURG;Immobilier;Immobilier;Jeremy;EUR;12,94;0,44;-11,4%;17,50;35,2%;-;-;2,75;3,00;2,81;;;;NON;NON;NON;NON;NON;NON;NON;NON
COV FP EQUITY;FR0000064578;COVIVIO;Opportuniste;FRANCE;Immobilier;Immobilier;Jeremy;EUR;80,56;7,62;6,9%;77,00;-4,4%;-;-;2,75;3,00;2,81;;;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
DPW GR EQUITY;DE0005552004;DEUTSCHE POST-RG;Core;GERMANY;Industrie;Transport;Thomas;EUR;57,54;71,28;42,0%;66,00;14,7%;-;-;3,08;2,00;2,81;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
LLY US EQUITY;US5324571083;ELI LILLY & CO;Core;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;USD;263,44;252,00;56,0%;268,50;1,9%;-;-;3,08;2,00;2,81;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
EQNR NO EQUITY;NO0010096985;EQUINOR ASA;Core;NORWAY;Energie;Energie;Louis;NOK;179,54;584,49;23,9%;191,00;6,4%;-;-;3,08;2,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ERICB SS EQUITY;SE0000108656;ERICSSON LM-B;Core;SWEDEN;Technologies de l'information;Matériel et équipement liés;Moad;SEK;99,52;332,36;1,9%;126,00;26,6%;-;-;3,75;0,00;2,81;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
EL US EQUITY;US5184391044;ESTEE LAUDER;Core;UNITED STATES;Consommation de base;Produits domestiques et de soi;Sophie;USD;328,83;119,20;23,5%;350,00;6,4%;-;-;3,42;1,00;2,81;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
ENX FP EQUITY;NL0006294274;EURONEXT NV;Opportuniste;NETHERLANDS;Finance;Services financiers diversifi;Chantal;EUR;92,60;9,92;12,5%;105,00;13,4%;-;-;2,75;3,00;2,81;;;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
FRE GR EQUITY;DE0005785604;FRESENIUS SE & C;Core;GERMANY;Soins de santé;Equipement et services de sant;Thomas;EUR;44,61;24,91;17,9%;50,00;12,1%;-;-;3,08;2,00;2,81;Bonus;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
ILD FP EQUITY;FR0004035913;ILIAD SA;Opportuniste;FRANCE;Services de communication;Services de télécommunicatio;Cédric;EUR;182,05;10,86;8,3%;182,00;0,0%;11/05/2021;21,85%;3,42;1,00;2,81;;;;NON;NON;NON;OUI;NON;NON;NON;OUI
ISP IM EQUITY;IT0000072618;INTESA SANPAOLO;Core;ITALY;Finance;Banques;Chantal;EUR;2,40;46,64;25,9%;2,70;12,5%;-;-;2,75;3,00;2,81;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
AD NA EQUITY;NL0011794037;KONINKLIJKE AHOL;Core;NETHERLANDS;Consommation de base;Vente au détail de produits a;Sophie;EUR;26,55;27,76;14,9%;26,00;-2,1%;-;-;2,75;3,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
NOKIA FH EQUITY;FI0009000681;NOKIA OYJ;Opportuniste;FINLAND;Technologies de l'information;Matériel et équipement liés;Moad;EUR;5,19;29,47;64,7%;5,85;12,7%;-;-;2,75;3,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ROG SW EQUITY;CH0012032048;ROCHE HLDG-GENUS;Core;SWITZERLAND;Soins de santé;Sciences pharmaceutiques, biot;Thomas;CHF;359,00;315,26;16,2%;370,00;3,1%;-;-;3,42;1,00;2,81;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
SGE LN EQUITY;GB00B8C3BL03;SAGE GROUP;Core;BRITAIN;Technologies de l'information;Logiciels et services;Moad;GBp;719,20;761,64;23,6%;691,94;-3,8%;-;-;3,08;2,00;2,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SDR LN EQUITY;GB0002405495;SCHRODERS PLC;Core;BRITAIN;Finance;Services financiers diversifi;Chantal;GBp;3720,00;989,98;11,5%;3700,00;-0,5%;-;-;2,75;3,00;2,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SEBA SS EQUITY;SE0000148884;SEB AB-A;Core;SWEDEN;Finance;Banques;Chantal;SEK;118,25;259,56;39,9%;120,00;1,5%;-;-;2,75;3,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
TEP FP EQUITY;FR0000051807;TELEPERFORMANCE;Core;FRANCE;Industrie;Services commerciaux et profes;Yann;EUR;360,00;21,15;32,7%;400,00;11,1%;09/06/2020;65,90%;3,08;2,00;2,81;Bonus;Bonus;Malus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
TRN IM EQUITY;IT0003242622;TERNA-RETE ELETT;Core;ITALY;Services aux collectivités;Services aux collectivités;Sophie;EUR;6,86;13,78;9,7%;7,00;2,1%;-;-;3,08;2,00;2,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
UCG IM EQUITY;IT0005239360;UNICREDIT SPA;Core;ITALY;Finance;Banques;Chantal;EUR;10,39;23,24;35,8%;11,70;12,7%;-;-;2,75;3,00;2,81;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
UTDI GR EQUITY;DE0005089031;UNITED INTERN-RE;Opportuniste;GERMANY;Services de communication;Services de télécommunicatio;Cédric;EUR;35,43;6,88;2,9%;38,50;8,7%;-;-;3,42;1,00;2,81;;;;NON;NON;OUI;NON;NON;NON;NON;NON
WKL NA EQUITY;NL0000395903;WOLTERS KLUWER;Core;NETHERLANDS;Industrie;Services commerciaux et profes;Yann;EUR;94,96;25,40;37,5%;92,00;-3,1%;-;-;3,08;2,00;2,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
TYRES FH EQUITY;FI0009005318;NOKIAN RENKAAT;Opportuniste;FINLAND;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;33,18;4,61;15,1%;32,75;-1,3%;-;-;3,08;2,00;2,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
RDSB LN EQUITY;GB00B03MM408;ROYAL DUTCH SH-B;Core;NETHERLANDS;Energie;Energie;Louis;GBp;1450,40;11378,84;15,2%;1907,50;31,5%;-;-;2,75;3,00;2,81;Bonus;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
KO US EQUITY;US1912161007;COCA-COLA CO/THE;Core;UNITED STATES;Consommation de base;Produits alimentaires, boisson;Sophie;USD;56,64;244,49;3,3%;63,00;11,2%;-;-;3,08;2,00;2,81;;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
PLD US EQUITY;US74340W1036;PROLOGIS INC;Core;UNITED STATES;Immobilier;Immobilier;Jeremy;USD;129,71;95,95;30,2%;137,00;5,6%;-;-;2,75;3,00;2,81;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
FDX US EQUITY;US31428X1063;FEDEX CORP;Core;UNITED STATES;Industrie;Transport;Thomas;USD;276,27;73,86;6,4%;351,00;27,0%;-;-;3,08;2,00;2,81;Bonus;;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
APTV US EQUITY;JE00B783TY65;APTIV PLC;Core;IRELAND;Consommation discrétionnaire;Automobiles et composants auto;Yann;USD;163,15;44,13;25,2%;181,00;10,9%;-;-;2,75;3,00;2,81;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
EQT SS EQUITY;SE0012853455;EQT AB;Opportuniste;SWEDEN;Finance;Services financiers diversifi;Chantal;SEK;443,30;440,76;110,7%;385,00;-13,2%;-;-;2,75;3,00;2,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
JMT PL EQUITY;PTJMT0AE0001;JERONIMO MARTINS;Core;PORTUGAL;Consommation de base;Vente au détail de produits a;Sophie;EUR;17,20;10,82;24,4%;17,50;1,8%;-;-;2,75;3,00;2,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
FISV US EQUITY;US3377381088;FISERV INC;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;110,89;73,43;-2,6%;140,50;26,7%;-;-;3,00;2,00;2,75;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
AGN NA EQUITY;NL0000303709;AEGON NV;Opportuniste;NETHERLANDS;Finance;Assurance;Chantal;EUR;3,77;7,96;16,5%;4,00;6,1%;-;-;3,00;2,00;2,75;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
AKZA NA EQUITY;NL0013267909;AKZO NOBEL;Core;NETHERLANDS;Matériaux;Matériaux;Jeremy;EUR;104,20;19,53;18,6%;113,50;8,9%;-;-;3,00;2,00;2,75;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
G IM EQUITY;IT0000062072;GENERALI ASSIC;Core;ITALY;Finance;Assurance;Chantal;EUR;16,91;26,74;18,6%;18,75;10,9%;-;-;3,00;2,00;2,75;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ABF LN EQUITY;GB0006731235;ASSOC BRIT FOODS;Core;BRITAIN;Consommation de base;Produits alimentaires, boisson;Sophie;GBp;2028,00;1605,52;-10,4%;2700,00;33,1%;-;-;3,00;2,00;2,75;Bonus;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
BAC US EQUITY;US0605051046;BANK OF AMERICA;Core;UNITED STATES;Finance;Banques;Chantal;USD;40,15;337,86;32,5%;43,00;7,1%;-;-;3,00;2,00;2,75;;Bonus;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
GIB/A CN EQUITY;CA12532H1047;CGI INC;Core;CANADA;Technologies de l'information;Logiciels et services;Moad;CAD;113,84;28,22;12,7%;126,50;11,1%;-;-;3,33;1,00;2,75;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
ENI IM EQUITY;IT0003132476;ENI SPA;Core;ITALY;Energie;Energie;Louis;EUR;10,21;36,81;19,5%;11,60;13,6%;-;-;2,67;3,00;2,75;;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
DIC GR EQUITY;DE000A1X3XX4;DIC ASSET AG;Opportuniste;GERMANY;Immobilier;Immobilier;Jeremy;EUR;15,58;1,28;15,8%;19,50;25,2%;-;-;3,00;2,00;2,75;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
SIE GR EQUITY;DE0007236101;SIEMENS AG-REG;Core;GERMANY;Industrie;Biens d'investissement;Yann;EUR;139,44;118,51;18,7%;165,00;18,3%;-;-;2,67;3,00;2,75;Bonus;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
EURN BB EQUITY;BE0003816338;EURONAV NV;Opportuniste;BELGIUM;Energie;Energie;Louis;EUR;6,83;1,50;3,5%;10,17;48,9%;-;-;3,33;1,00;2,75;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
